;score10_6;score10_8;score35;dist35_10;scorephage;fe;freqAT;host;size10;size35_6;size35_7;size35_9;size35_14;sizephage_23;sizephage_21;sizephage_32;TG;Podo;Sipho;Myo;tp;Bacillus;EColi;Klebsiella;Pectobacterium;Cronobacter;output
NC_001978:107350;-0,933242378;-1,791428108;-1,266318149;-1,112494556;0,480629509;-2,231459577;-2,01451227;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_019401:211478;-0,360078184;0,286861462;1,491572061;0,007779682;-0,137971074;0,691717296;0,631188647;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
KU574722:166360;0,420754213;0,459892065;-0,603687698;-1,859344048;-0,291760103;0,782272832;0,883160163;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_004777:phi3.8;0,71979638;0,95206794;-1,067031823;0,007779682;3,209388401;0,179305483;0,001259858;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_005856:p1Res;0,24908181;0,421440815;0,359064552;0,381204428;-0,77710826;0,28532172;0,379217131;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1
NC_019401:214094;1,849511427;-0,530227388;1,583588382;0,754629174;-1,070239009;0,818715913;0,883160163;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0
NC_005856:LpS;1,240351333;-0,776315349;-1,143652151;0,007779682;0,938082045;-0,446852918;-0,502683174;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_011976:PR';0,769636698;0,957835666;1,583588382;0,381204428;0,692936872;0,930253829;1,135131679;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1
NC_019401:210711;-0,155178937;1,507688348;1,491572061;1,874903412;-0,811061073;1,060565454;1,009145921;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_028870:140037;-1,769452954;0,536794565;0,58556602;0,007779682;0,10436042;-0,813492405;-0,75465469;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0
AY543070:P13b;1,849511427;1,611506691;0,514784364;0,381204428;-0,290022062;1,434935292;1,639074711;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1
NC_004777:A1;0,434598679;0,461814625;1,583588382;-0,73906981;0,50653305;1,376405494;1,261117437;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_019401:208445;0,343224698;-0,78592815;-1,21228971;1,501478666;-0,634411044;0,040159172;0,127245616;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_003298:phi10;0,14109439;0,717515409;-0,673291739;-1,859344048;3,706039588;0,654169878;0,253231374;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
NC_011976:297839;-1,226746749;1,121253422;-0,239041033;1,874903412;-0,510950835;-0,585999229;-0,502683174;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0
NC_001416:PsieB;0,420754213;0,229184609;-1,246642547;0,007779682;0,040523489;-0,125491199;-0,250711658;1;1;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1
NC_021190:285170;-0,974776025;-0,951268466;-0,896024658;-1,859344048;-0,686394299;-0,107821826;0,127245616;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0
NC_003298:55471;-1,030154205;-0,745554339;-0,80693147;-1,112494556;-0,290022062;-0,913986963;-1,132611964;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_002730:pX;0,060796035;0,231107169;1,941036167;0,754629174;0,333776864;-0,285619891;-0,250711658;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1
NC_013649:A1;0,553661857;0,965525907;1,941036167;0,381204428;-0,108080711;0,343851518;0,253231374;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1
NC_011040:197391;-0,249321825;1,261600456;0,067295218;-1,859344048;-0,227642168;-0,440226903;-0,376697416;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_001895:41000;-0,996927294;0,281093781;0,021602292;0,381204428;-0,160063954;-0,409305501;-0,376697416;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
NC_011043:phi1.1;0,080178381;0,492575634;-0,776305688;-1,112494556;2,235236812;-0,263533175;-0,502683174;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1
NC_021190:PI;0,514897166;-0,251455896;-0,883154693;0,754629174;0,423312602;0,00371609;0,253231374;0;1;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1
NC_027375:251277;-1,586704926;-1,674151797;-1,221922486;-1,112494556;0,15313508;-2,242502935;-2,140498028;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
AY543070:282872;-0,947086927;-0,311055317;1,321695918;0,754629174;0,401355077;-0,757171279;-0,628668932;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0
NC_011043:189099;-1,53132673;-1,055086856;0,978404633;-0,365645064;-0,053820047;-1,113871744;-1,132611964;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
KU574722:Porf_538;1,849511427;0,067689413;1,941036167;0,381204428;-0,496655457;0,95123621;0,883160163;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1
NC_000866:72070;-0,177330189;-0,272604078;1,368070859;0,381204428;-0,276730802;0,555883992;0,631188647;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
NC_011085:191928;-0,227170572;0,542562246;-1,720136484;-1,485919302;-0,837145684;-0,536304118;-0,628668932;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
NC_009936:P2;-1,085532385;-1,120453903;-0,663867606;0,007779682;0,589901594;-1,380016672;-1,38458348;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_011043:187447;0,459518904;-0,616742667;-1,166281592;0,381204428;0,256789577;-0,969203753;-1,258597722;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
NC_000929:pCM;-0,0111956;0,771347096;1,167532781;0,007779682;-0,659087081;0,626561483;0,631188647;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1
NC_000866:Pcd;1,068678997;0,333002953;0,284743728;1,874903412;-0,28804789;0,929149494;0,883160163;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
NC_002166:18423;-0,670196011;-1,626087745;0,132633717;-1,112494556;-0,266629609;-1,126019437;-1,006626206;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_000866:P73.6;1,298498436;1,261600456;1,491572061;1,501478666;0,25840114;1,304623667;1,135131679;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
NC_000866:PrIIB1;1,068678997;0,063844293;1,08629834;-1,485919302;-0,927463978;1,180938057;1,261117437;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
NC_005045:Promoter7;0,705951782;-0,122644238;-1,496557594;-1,112494556;3,88848109;-0,32537598;-0,502683174;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_005856:p1Lxr;0,689338343;-0,245688209;0,671458317;-1,859344048;0,332896601;-0,366236404;-0,250711658;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;0;0;1
KU574722:182978;-0,0111956;-0,516769467;0,852428851;-1,112494556;-0,449720735;1,031852723;1,009145921;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
NC_001604:phi4.3;-0,62866238;-0,297597384;-0,494066476;0,381204428;3,340892551;0,085436939;0,001259858;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
NC_005856:p1RlfB;1,431406081;0,192655919;0,87223198;-0,365645064;0,313745512;1,194190087;1,261117437;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
KU574722:159689;1,240351333;0,26955842;0,121945751;1,501478666;0,418249615;0,045680851;0,001259858;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_004777:phi1.1A;-0,398842908;1,127021057;-0,033773977;1,501478666;3,617944566;0,212435557;0,253231374;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
KU574722:171980;1,240351333;0,148437011;-0,275156604;-1,485919302;-0,872495263;0,58790973;0,631188647;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
KU574722:158734;-1,068918929;0,281093781;0,415689876;1,501478666;-0,49442993;0,364833898;0,253231374;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
KU574722:Porf_169;1,240351333;1,605739056;-0,511810318;-1,859344048;-0,472725366;0,904854106;0,883160163;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
NC_019401:216934;0,301691166;0,492575634;-0,801755704;0,754629174;-1,160887445;0,453180762;0,631188647;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_004167:6456;0,478901315;1,307741901;-0,571715153;1,12805392;-0,266629609;0,201392199;0,253231374;1;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
KP025626:246427;-0,061035983;-0,697490288;-0,494066476;0,381204428;-0,57203115;-0,905152277;-0,880640448;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
EU438902:P1;1,849511427;1,301974266;1,941036167;0,381204428;-0,549938261;0,795524861;0,505202889;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1
NC_019401:219988;1,431406081;0,192655919;-0,893771942;-0,365645064;-0,114578617;0,683986945;0,757174405;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_028870:142797;-0,155178937;-0,457170031;-0,706200384;1,12805392;-0,802056998;-0,423661866;-0,628668932;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_013649:127676;-1,068918929;-0,816689159;-1,528029347;-1,112494556;-0,182156835;-1,247496376;-1,38458348;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
EU236438:P2;-0,277010923;-1,170440561;-1,962040826;-1,112494556;3,28918814;-1,341364919;-1,510569238;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_001895:pOLD;0,060796035;0,506033556;0,921779308;0,381204428;-0,567204014;0,524962589;0,757174405;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1
NC_019401:223365;1,298498436;0,373376763;0,921779308;-0,73906981;-0,492182605;0,722638698;0,883160163;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_000866:65148;0,058027129;1,307741901;0,565660275;-1,112494556;-0,456368451;1,401805218;1,513088953;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
NC_028816:A2;1,068678997;0,411828014;-0,182415623;0,007779682;-0,542946006;-0,143160572;-0,1247259;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1
NC_004665:89957;-0,26870417;0,192655919;0,58556602;1,874903412;-0,36669735;-0,73839757;-0,75465469;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_011085:191744;-0,816948196;0,780959943;1,583588382;0,754629174;-0,656503932;0,62214414;0,505202889;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_005856:p2Mod;-1,403956964;0,780959943;1,309031325;-1,859344048;-0,276730802;0,095375962;0,127245616;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1
KU574722:180662;-0,177330189;0,421440815;0,744824999;1,874903412;-1,112656857;1,11688658;1,009145921;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_001825:104714;1,029914174;-1,349238799;-0,122251131;0,007779682;-0,482360048;-0,347462696;-0,250711658;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_019401:218040;-0,277010923;1,13471139;1,279226924;0,754629174;-0,213346774;1,209650788;1,387103195;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_004914:120434;-0,459758918;0,536794565;-0,792008462;0,007779682;-0,748500856;-0,411514172;-0,502683174;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0
NC_000902:81012;-0,21609488;-0,074580181;0,479393536;1,12805392;0,747043654;-0,462313619;-0,502683174;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_000866:60919;-0,265935264;-0,745554339;-1,555262691;0,007779682;-0,747224149;-0,283411219;-0,376697416;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
AY543070:271562;0,636729053;-0,739786659;1,167532781;0,381204428;-0,321379191;-0,274576533;-0,1247259;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
NC_021190:286856;-0,349002558;-0,560988375;-1,267569679;0,007779682;-0,297819541;-0,583790558;-0,628668932;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_004777:196615;-0,949855833;0,111908344;-0,272372445;-1,485919302;-0,382292308;-0,548451812;-0,75465469;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0
NC_013649:128579;-0,099800741;-1,468437716;1,941036167;-0,73906981;0,15443466;-0,927238993;-1,006626206;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_001978:105753;0,168783455;-1,312710109;-0,663867606;0,007779682;0,283093188;-1,381121008;-1,38458348;1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0
NC_004914:117805;-0,318544553;-0,451402351;-0,900850107;-0,73906981;-0,336806982;0,280904377;0,379217131;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_000866:P45;1,431406081;0,540639686;1,941036147;-1,485919302;-0,23014506;1,737523302;1,891046227;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_005856:LpDarA;0,459518904;-0,516769467;-0,692044053;1,501478666;0,047869021;-0,013953283;-0,1247259;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_004913:88872;-0,722805284;-1,355006525;-0,830068409;-0,73906981;0,058265659;-0,161934281;-0,250711658;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0
NC_011085:p10;0,210317119;0,094605279;-0,422445812;0,381204428;1,067021161;0,522753918;0,379217131;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
AY543070:278695;-0,645275836;-1,008945319;-0,125790214;0,007779682;-0,150966888;-0,640111684;-0,75465469;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
AY543070:P134;1,849511427;0,540639686;0,543097026;1,12805392;-0,922918015;1,306832339;1,135131679;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
NC_004831:pC2;0,578582082;0,72136053;1,583588382;0,754629174;0,110744106;0,761290451;0,757174405;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_000866:72529;0,66441825;0,23687485;1,491572061;0,007779682;-0,684954711;0,940192852;1,009145921;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0
NC_001895:42150;-0,451452198;-0,080347873;-0,762825751;1,501478666;0,433844604;-0,537408454;-0,502683174;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
NC_000866:P17.7;1,068678997;0,957835666;-0,246119198;0,381204428;-0,688494175;0,618831133;0,505202889;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1
NC_001825:PL1;1,215431109;0,467582306;0,37076888;-1,112494556;-0,533043724;0,10641932;0,253231374;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
NC_001978:Ep_b;-1,905129506;-2,225927176;-1,219367886;1,874903412;3,781565329;-2,446805059;-2,392469544;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1
AY543070:PK28a;1,849511427;1,611506691;0,87223198;0,381204428;-0,161363534;1,942929762;2,017031985;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1
NC_005856:36633;-0,880633104;-0,962803873;1,321695918;0,754629174;0,515470181;-0,814596741;-0,75465469;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0
NC_001604:77330;0,705951782;-0,059199687;0,228057744;-1,112494556;-0,349802781;-0,813492405;-1,006626206;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0
NC_005045:95168;-1,204595464;-0,816689159;0,150519433;0,381204428;-0,421279765;-1,770951547;-1,762540754;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_019401:229637;0,61180896;0,088837599;0,405489095;0,007779682;-0,242912448;1,275910936;1,261117437;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
NC_004777:phi17;0,456750063;1,121253422;-0,483237999;-0,365645064;3,963940818;0,386920614;0,127245616;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
NC_002166:19390;-0,76710783;-0,116876551;0,838508123;-1,859344048;-0,863137343;0,065558895;0,001259858;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0
NC_001604:phi17;0,456750063;0,367609083;-1,347058838;-1,859344048;3,963940818;0,667421908;0,253231374;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
NC_028870:142273;-0,265935264;-0,211082092;0,978404633;0,007779682;-0,565533251;-0,946012701;-0,880640448;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
NC_004679:PL4;-0,246552918;0,809798392;0,08301584;1,874903412;-0,731879624;0,615518125;0,631188647;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
NC_002371:46445;-0,686809467;0,95206794;-0,829269623;0,007779682;-0,007545512;-0,202794705;-0,250711658;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0
KU574722:168737;1,068678997;0,411828014;-0,472620666;1,12805392;-0,252334216;0,488519508;0,631188647;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_023567:130378;-0,883402019;-1,456902263;-1,102578038;-0,365645064;-0,184577272;-0,712997847;-0,628668932;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
NC_000866:56813;0,218623839;1,307741901;0,029929514;0,007779682;-0,565927277;1,565246917;1,639074711;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
KP025626:248147;-0,058267077;-1,095460666;0,479351147;-1,859344048;-0,312114935;-0,314332622;-0,502683174;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_001978:105355;-0,551132915;-1,541495004;-0,949573943;0,381204428;-0,251034636;-1,671561324;-1,636554996;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
NC_011085:190938;-1,534095636;0,023470482;0,366142717;1,501478666;-0,283524163;-0,028309648;0,001259858;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
KU574722:177596;-0,249321825;0,373376763;-0,195531926;-1,112494556;-1,384189732;0,617726797;0,631188647;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0
NC_000924:13812;-1,254435847;-0,386035234;-0,050018372;0,381204428;0,083799644;-0,863187516;-0,880640448;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0
NC_005856:p4Cre;0,705951782;-0,111108871;1,134124445;0,754629174;-0,222443848;0,565823014;0,631188647;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1
NC_000866:70176;0,434598679;-0,280294325;1,279226924;0,754629174;-0,283524163;0,261026332;0,505202889;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
NC_019401:218717;0,578582082;0,373376763;-0,780521208;0,754629174;-0,793186751;0,187035833;0,253231374;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
EU056923:267276;-2,013116926;-1,566488333;-0,058214448;-1,112494556;-0,144651934;-1,719047764;-1,762540754;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
NC_019401:212827;0,456750063;0,780959943;-0,80693147;-1,859344048;-0,748774193;0,510606224;0,379217131;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
NC_019401:236867;-0,362847091;0,540639686;-0,422445812;0,381204428;0,083799644;0,542631962;0,631188647;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
NC_013649:P1;0,434598679;0,536794565;-1,293688694;-0,73906981;3,988198814;0,310721443;0,127245616;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1
NC_001271:123265;0,650573651;-0,387957806;-0,144300999;-1,112494556;-0,638701392;-0,524156424;-0,628668932;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
AY543070:282829;-1,331965296;0,067689413;0,744824999;1,501478666;-0,373706252;-0,463417955;-0,1247259;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
NC_004167:8216;-1,185213118;-0,251455896;1,583588382;1,874903412;-0,36799693;0,304095429;0,253231374;1;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
NC_009935:239669;-0,786490196;-1,208891765;-0,051469475;-0,73906981;1,031651917;-1,519162984;-1,636554996;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
EU236438:265336;-2,547516477;-1,752976903;-0,090399386;1,501478666;0,112848075;-1,310443517;-1,38458348;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000866:P51;1,215431109;2,540104149;-0,062086724;-0,365645064;0,455463499;1,57739461;1,513088953;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_004913:87745;-1,379036739;-1,683764644;-0,996254481;-1,112494556;-0,405684776;-0,938282351;-0,880640448;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
KU574722:162831;1,298498436;0,590626252;0,515545281;-1,859344048;0,03158632;0,428885374;0,505202889;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
NC_005856:Lp23;1,431406081;1,13471139;-1,195949014;0,381204428;-0,222484636;0,770125138;1,009145921;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_002649:A1b;1,849511427;1,649957896;1,583588382;0,381204428;-0,446766683;1,787218413;1,891046227;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1
NC_005045:97168;-2,702575374;-0,870520891;0,359064552;-0,365645064;0,845811784;-2,348519172;-2,266483786;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000929:28283;-1,924511917;-1,372309613;-1,102578038;1,501478666;0,107110357;-1,081846005;-0,880640448;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
NC_004665:91377;-1,273818193;-1,681842038;0,327212722;-0,365645064;0,082957707;-1,875863448;-1,636554996;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_011040:A4;-0,074880516;0,425285935;1,941036167;0,381204428;0,7847315;0,455389434;0,505202889;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
NC_028870:139257;-1,514713291;-1,045474009;-0,96962771;0,007779682;-0,506992161;-0,878648217;-1,006626206;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
NC_005856:p2C4;0,406909614;1,430785939;-0,295666357;0,381204428;-0,703465502;0,913688792;1,135131679;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1
NC_001416:PRM;0,553661857;0,281093781;0,093633088;0,381204428;-0,590185315;0,235626609;0,253231374;1;1;1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1
NC_000924:15965;-0,911091109;-0,957036147;-0,387682595;1,12805392;0,244105762;-1,554501729;-1,510569238;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0
NC_005856:39067;-0,551132915;0,198423646;0,125484918;1,874903412;-0,193119649;-0,059231051;-0,1247259;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0
NC_000866:60808;-0,468065637;-0,059199687;-0,122251131;0,007779682;-0,673398501;0,220165908;0,253231374;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
NC_000866:58974;-1,315351856;-0,111108871;-0,539863324;1,12805392;-0,137971074;0,389129286;0,379217131;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
EU056923:270424;-0,451452198;-0,560988375;-2,40142265;-0,365645064;-0,032705006;-1,275104771;-1,510569238;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
NC_000866:P65.7/1;0,478901315;1,315432142;-0,253197364;0,754629174;-0,219931162;0,002611754;0,127245616;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
NC_023567:130417;0,080178381;-0,816689159;-0,451386169;1,12805392;-0,848086484;-0,588207901;-0,628668932;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
NC_001416:PRE;-0,728343106;0,492575634;1,666401002;-1,112494556;-0,283768085;-0,021683634;0,001259858;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;1
NC_004679:PL3;0,761330044;-0,116876551;-0,214267369;0,754629174;-1,043779095;0,55367532;0,505202889;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
NC_004913:88080;-1,226746749;-0,022671009;0,112328409;0,007779682;-0,232270764;-0,953743052;-0,880640448;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0
NC_011976:298344;0,71979638;-0,080347873;-0,352291767;0,754629174;-0,57203115;0,608892111;0,757174405;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0
NC_002649:2128;1,431406081;0,536794565;-1,131092342;0,007779682;-0,659129188;1,610524685;1,513088953;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0
AY543070:271807;-0,645275836;0,192655919;0,359064552;-0,365645064;-0,348036373;-0,045979021;-0,1247259;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
KU574722:162824;1,298498436;0,379144444;-0,295666357;0,007779682;-0,869635211;1,222902817;1,135131679;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
NC_019401:219381;0,66441825;-0,691722607;0,921779308;0,007779682;-0,393943618;0,236730945;0,001259858;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
NC_000902:79409;-2,154331356;-1,772202414;1,941036167;1,874903412;0,167430474;-1,67266566;-1,636554996;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0
NC_028870:140568;0,168783455;-0,466782855;-1,591981649;-1,112494556;0,551218885;-0,423661866;-0,628668932;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0
