;score10_6;score10_8;score35;dist35_10;scorephage;fe;freqAT;host;size10;size35_6;sizephage_23;sizephage_21;TG;Podo;Myo;tp;EColi;Pectobacterium;Cronobacter;output
KU574722:153437;-1,228963891;0,796682541;0,317073632;-1,874710325;0,100198837;0,388396379;0,330206234;1;0;0;1;0;0;0;1;0;0;1;0;0
NC_001271:122996;-0,667337424;-0,694784841;0,021149866;-0,739453962;-0,689480844;-0,986858665;-0,823912642;1;1;1;0;0;0;1;0;0;0;0;0;0
NC_005856:37438;-1,132523005;-1,052894402;-0,609955525;-1,11787275;1,014489892;-0,813118487;-0,823912642;0;1;0;1;0;0;0;1;1;1;0;0;0
NC_010326:254869;-1,160887951;-1,737631396;-1,234077372;-1,11787275;-0,75434546;-1,759664002;-1,978031518;1;1;0;0;1;0;1;0;0;0;0;0;0
KU574722:174450;-0,760941837;-0,254034593;0,138406369;-0,361035175;-0,628425629;0,459471906;0,458441665;1;1;1;0;1;0;0;1;0;0;1;0;0
NC_019401:222417;1,967768738;0,861614482;-1,380147504;0,017383613;-0,607914601;0,898335083;0,843147957;1;1;0;1;0;0;0;1;0;0;0;1;0
NC_001416:25389;0,424714019;-0,822681136;-0,553482968;-1,11787275;-0,670398906;-0,482560876;-0,43920635;1;1;0;0;1;0;0;0;1;1;0;0;0
NC_001416:22800;-0,624789961;-0,783328426;-0,233297144;0,017383613;-0,103035905;-1,094036048;-0,952148073;1;1;0;0;1;0;0;0;1;1;0;0;0
AY543070:P02;1,167876432;1,223659357;1,072793613;0,774221188;-0,285402579;1,435350178;1,356089679;1;1;1;0;1;0;0;0;0;1;0;0;1
KU574722:177323;-1,325404811;0,263453442;0,14207063;0,774221188;-0,236192536;0,171785248;0,201970803;1;0;1;0;1;0;0;1;0;0;1;0;0
KU574722:148222;-1,526796135;-1,113891077;0,409561892;0,395802401;-0,806450244;-0,7725039;-0,43920635;1;1;1;0;1;0;0;1;0;0;1;0;0
NC_001895:pE;0,753747806;0,802585394;2,084130498;0,395802401;-0,366279559;0,987461538;0,843147957;1;1;1;0;0;0;0;1;1;0;0;0;1
NC_006949:292852;-1,112667508;0,259518129;0,18033806;0,017383613;0,189329714;-0,234360622;-0,43920635;1;1;0;0;1;1;0;0;1;0;0;0;0
KU574722:171995;0,288562208;0,304773738;2,084130498;0,017383613;-0,693229461;0,580187485;0,714912526;1;1;1;1;0;0;0;1;0;0;1;0;0
KU574722:151781;1,128165372;0,483828542;0,38024781;0,395802401;-0,295093407;1,622628552;1,612560541;1;1;1;1;0;0;0;1;0;0;1;0;0
KU574722:159470;-0,360995713;-1,414939277;0,14207063;1,909477551;-0,812670306;0,214656201;0,201970803;1;1;1;1;0;0;0;1;0;0;1;0;0
NC_000866:67199;-0,11422044;1,408616967;-0,098960038;0,017383613;-0,643462465;1,032588857;1,356089679;1;0;0;1;0;0;0;1;0;1;0;0;0
NC_003298:phi1.1;0,796295158;-0,614111788;-0,371691528;0,395802401;3,191441009;0,142452491;-0,054500058;0;1;0;1;0;0;1;0;0;1;0;0;1
NC_028816:136292;-0,760941837;0,381511525;-0,726441193;-1,11787275;0,119856692;-1,263263494;-1,208618934;1;0;0;0;1;1;1;0;0;0;0;0;0
NC_001416:22537;-1,333914295;-0,104494333;-0,834566697;0,395802401;-0,558952607;-1,391876353;-1,593325226;1;0;0;0;1;0;0;0;1;1;0;0;0
EU236438:263288;-1,314058832;-0,917127574;-1,629825177;0,017383613;-0,269481677;-1,717921232;-1,721560657;0;1;0;0;1;0;1;0;0;0;0;0;0
NC_004165:636;-0,159604422;-0,25206696;0,51216118;-0,361035175;-0,424348623;-0,075286823;0,073735373;1;1;1;0;1;1;1;0;0;0;0;0;0
NC_005856:p1Upl;-0,003597013;-0,917127574;1,050808052;-0,361035175;0,91155961;-0,314461613;-0,054500058;1;1;1;0;1;0;0;1;1;1;0;0;1
NC_001604:phiOR;0,861534603;1,353523239;-0,832623564;0,017383613;4,475429956;0,762953126;0,586677095;0;0;1;1;0;0;1;0;0;1;0;0;1
NC_011040:199665;-0,95666015;-0,643626332;0,607432122;0,395802401;-0,353428248;-0,247898818;-0,182735489;1;1;1;0;1;1;1;0;0;1;0;0;0
NC_009935:240421;-1,291366841;-1,912750981;-0,484518489;1,909477551;0,041699547;-2,373395539;-2,36273781;0;1;1;0;1;0;1;0;0;0;0;0;0
KU574722:158315;-1,175070458;-0,051368191;1,714039773;1,909477551;-0,026351556;0,59372568;0,586677095;1;1;1;1;0;0;0;1;0;0;1;0;0
EU236438:P3;-0,026289038;-0,043497646;-0,715367105;1,152639976;4,345208161;-1,099676962;-1,208618934;0;1;1;0;0;0;1;0;0;0;0;0;1
NC_003525:110572;-0,582242499;-1,414939277;-1,067136441;0,017383613;0,025778649;-0,599891905;-0,567441781;1;1;1;0;1;0;1;0;1;1;0;0;0
NC_019401:202721;1,967768738;0,534987051;-1,46337339;0,017383613;-0,783292524;1,354121004;1,356089679;1;1;0;0;1;0;0;1;0;0;0;1;0
KU574722:163909;0,036113912;-0,037594735;0,230283128;0,395802401;-0,548194212;0,896078717;1,099618818;1;1;0;1;0;0;0;1;0;0;1;0;0
NC_000866:P21;1,343739236;2,662000457;0,160391931;-0,361035175;0,671298774;1,049511601;1,099618818;1;0;1;0;1;0;0;1;0;1;0;0;1
NC_006949:296018;-0,199315348;-2,089838058;0,245007694;-1,496291537;0,184987655;-1,883764129;-1,849796087;1;1;0;0;1;0;0;0;1;0;0;0;0
NC_000924:15486;-0,295756268;-2,003262199;-0,336252541;0,017383613;-0,365007073;-0,558149135;-0,310970919;1;1;0;0;1;1;1;0;1;1;0;0;0
NC_021190:286940;-1,175070458;-1,259496118;-0,339823787;0,017383613;0,364459622;-1,545309237;-1,336854365;0;1;0;0;1;0;0;0;1;1;0;0;0
KU574722:157349;-0,378014681;0,706171323;-0,469861448;0,395802401;0,104464585;0,211271652;0,073735373;1;0;1;1;0;0;0;1;0;0;1;0;0
NC_006949:296361;-2,000491149;-0,911224675;0,096806184;0,017383613;-0,937798803;-0,361845298;-0,43920635;1;1;0;1;0;0;0;0;1;0;0;0;0
AY543070:P042;1,967768738;0,497601974;1,39891304;0,395802401;-0,415956149;1,12848441;0,971383387;1;1;1;1;0;0;0;0;0;1;0;0;1
NC_011043:phi1.1;0,109862841;0,566469228;-1,631433069;1,531058763;2,55015751;0,186451627;0,073735373;0;0;1;1;0;0;1;0;0;0;0;0;1
NC_013649:125989;-0,403543166;-0,478344983;-1,594115089;-1,874710325;-0,041992616;-0,606661003;-0,567441781;1;1;0;1;0;0;1;0;0;0;0;0;0
NC_013649:129019;-0,704211888;0,788812009;0,013886304;0,017383613;-0,365007073;-0,523175463;-0,567441781;1;1;0;0;1;0;1;0;0;0;0;0;0
KU574722:184598;0,853025186;1,394843582;0,010157085;0,395802401;-0,053367934;0,644493914;0,586677095;1;1;1;1;0;0;0;1;0;0;1;0;0
NC_010326:256270;-0,539695045;-1,192596497;-1,332876586;-1,11787275;0,271828915;-2,039453379;-1,978031518;0;1;0;0;1;0;1;0;0;0;0;0;0
NC_019401:Porf487A;1,539457571;0,438572933;2,084130498;0,395802401;-0,695003945;0,859976862;0,843147957;1;1;1;0;1;0;0;1;0;0;0;1;1
AY543070:276568;-0,95666015;-0,04546528;0,446204495;1,531058763;-0,579476337;-0,350563468;-0,182735489;1;1;1;1;0;0;0;0;0;1;0;0;0
NC_025418:146011;-0,877238231;-1,42084213;-1,546599299;0,017383613;0,203803263;-1,425721842;-1,465089795;0;1;0;0;1;0;1;0;0;0;0;0;0
NC_002730:pL;0,660143279;2,477042847;0,930843795;0,395802401;-0,792112998;0,810336811;0,714912526;1;0;0;0;0;0;1;0;1;1;0;0;1
EU622808:C1A;0,56370246;1,711632754;2,084130498;1,531058763;0,300688785;0,853207764;0,971383387;1;1;1;1;0;0;1;0;0;0;0;0;1
NC_000866:Panti-late;1,967768738;0,444475832;0,196002834;-1,496291537;-0,480615412;0,914129645;0,843147957;1;1;0;0;0;0;0;1;0;1;0;0;1
NC_004777:195926;0,01058546;-1,456259621;0,126819461;-1,874710325;0,856657357;-0,026774955;-0,182735489;1;1;0;1;0;0;1;0;0;0;0;0;0
NC_019401:206146;1,167876432;-0,415380675;0,622089163;0,017383613;-0,31073447;0,863361411;0,714912526;1;1;1;1;0;0;0;1;0;0;0;1;0
NC_004777:195513;1,128165372;0,796682541;-1,144085983;1,152639976;-0,347704247;1,410530153;1,227854249;1;1;1;1;0;0;1;0;0;0;0;0;0
EU056923:270417;-0,636135957;-1,90684794;-0,742949268;0,017383613;-0,11027268;-2,015761537;-2,106266949;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_013649:127803;0,796295158;-0,70659064;-1,90625283;0,017383613;-0,032115534;-0,791683011;-0,823912642;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_004777:195468;-0,948150666;-1,281140036;0,092227844;-1,496291537;-0,984773409;-0,934962248;-0,952148073;1;1;0;0;0;0;1;0;0;0;0;0;0
NC_025418:143979;-0,023452543;1,300397097;0,160391931;-0,739453962;-0,533975046;0,953616049;0,843147957;1;0;1;1;0;0;1;0;0;0;0;0;0
KU574722:Porf_320;0,796295158;2,303890942;-0,49917553;0,395802401;-0,351969986;1,281917294;1,356089679;1;0;1;1;0;0;0;1;0;0;1;0;1
NC_004777:phi1.5;0,05313288;0,13162188;0,10542794;1,909477551;3,797176645;0,0623515;-0,182735489;0;1;1;1;0;0;1;0;0;0;0;0;1
NC_000866:63192;-1,274347873;-1,281140036;-0,68896694;-1,11787275;-0,574873492;-1,081626035;-1,208618934;1;1;0;0;1;0;0;1;0;1;0;0;0
NC_019401:210016;-0,990698119;-0,484247883;0,570789519;0,774221188;0,093804309;-0,010980393;-0,054500058;1;1;1;0;1;0;0;1;0;0;0;1;0
KU574722:Porf_166;1,967768738;1,394843582;1,248678281;0,395802401;-0,487051877;1,246943622;1,227854249;1;1;1;1;0;1;0;1;0;0;1;0;1
KP025626:A2;1,318210717;0,473990376;2,084130498;0,017383613;0,380315992;0,753927662;0,586677095;1;1;1;1;0;0;1;0;0;0;0;0;1
NC_000866:56858;1,167876432;0,761265051;-0,098960038;0,017383613;-0,61644608;1,107048933;0,971383387;1;1;0;1;0;0;0;1;0;1;0;0;0
NC_019401:231152;-0,624789961;0,566469228;-0,206034446;1,152639976;-0,790529324;0,430139149;0,586677095;1;0;1;0;1;0;0;1;0;0;0;1;0
NC_001604:77425;-2,128133612;-0,649529231;1,826336935;0,395802401;-0,464874547;-0,290769771;-0,43920635;1;1;0;0;1;0;1;0;0;1;0;0;0
NC_005856:LpMat;0,2034673;1,04263692;2,084130498;1,152639976;-0,461457405;1,222123596;1,227854249;1;1;1;1;0;0;0;1;1;1;0;0;1
NC_019401:217773;1,167876432;0,493666708;-0,638417595;1,531058763;-0,73842454;0,029634194;-0,054500058;1;1;1;0;1;0;0;1;0;0;0;1;0
NC_004167:9013;1,539457571;0,483828542;0,010157085;1,152639976;-0,317844036;0,318449035;0,330206234;1;1;1;1;0;0;0;0;1;0;0;0;0
NC_005856:38634;-0,829017771;-0,612144155;-0,506275605;0,017383613;-0,171061574;-0,758965705;-0,695677211;1;1;0;0;1;0;0;1;1;1;0;0;0
KU574722:156270;0,424714019;-0,08875325;0,74082129;-1,496291537;-0,585004965;0,705415795;0,843147957;1;1;0;0;1;0;0;1;0;0;1;0;0
NC_004167:6845;0,328273133;0,133589513;0,412200649;-1,496291537;-0,789082006;0,302654473;0,330206234;1;1;0;0;1;0;0;0;1;0;0;0;0
NC_001825:104838;0,518318411;0,127686614;-0,689717283;0,395802401;-0,780397817;0,101837904;0,073735373;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_002371:43957;-0,318448259;-0,655432131;0,38757633;1,531058763;-0,519755914;-0,415998081;-0,310970919;1;1;1;1;0;1;1;0;1;1;0;0;0
NC_002730:100723;-1,141032489;-0,732169918;0,662990082;-1,496291537;-0,239087243;-0,518662731;-0,567441781;1;1;0;0;1;0;1;0;1;1;0;0;0
NC_019401:231681;0,424714019;0,483828542;0,38024781;0,774221188;-0,427498752;1,201816303;1,099618818;1;1;1;0;0;0;0;1;0;0;0;1;0
NC_013649:128303;-0,343976711;-0,195005543;-0,949880003;1,909477551;-0,185535123;-0,806349389;-0,823912642;1;1;1;0;1;0;1;0;0;0;0;0;0
KU574722:167284;0,699854339;-0,059238723;-0,47565176;-1,496291537;-0,421643801;0,495573762;0,586677095;1;1;0;1;0;0;0;1;0;0;1;0;0
NC_004777:phi6.5;1,167876432;1,215788731;-1,593413852;0,017383613;4,475429956;1,134125324;0,843147957;0;0;0;1;0;0;1;0;0;0;0;0;1
NC_021190:284392;-1,898377341;-1,017477006;0,570789519;-0,739453962;0,053594556;-0,708197471;-0,823912642;1;1;1;0;0;0;0;0;1;1;0;0;0
NC_005856:30673;0,382166667;-0,822681136;-0,506275605;0,017383613;0,448406176;0,204502555;0,201970803;1;1;0;0;1;0;0;1;1;1;0;0;0
NC_011043:187005;-1,421845697;-1,180790698;-0,896516817;-1,874710325;-0,621188829;-1,069216022;-1,080383503;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_011085:189825;-0,108547451;0,493666708;-0,151070542;0,774221188;-0,322109775;0,371473635;0,330206234;1;1;1;1;0;1;1;0;0;0;0;0;0
NC_009936:A3;0,739565265;-1,228013894;2,084130498;0,017383613;0,064055307;-0,877424917;-0,823912642;1;1;1;0;0;0;1;0;0;0;0;0;1
NC_001271:124537;0,061642432;-0,592467823;1,618768831;1,909477551;0,410774959;-0,255796099;-0,182735489;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_003525:112792;0,280052724;-0,051368191;-0,209698706;0,017383613;-0,815514132;-0,898860393;-0,952148073;1;1;1;1;0;0;1;0;1;1;0;0;0
NC_001978:105997;-0,389360693;-1,9107833;-0,748345491;0,395802401;-0,228955753;-1,203469796;-1,208618934;1;1;1;0;1;0;0;0;1;0;0;0;0
NC_021190:283539;-2,01467369;-1,174887752;-0,849582407;0,017383613;-0,592241765;-1,879251397;-1,721560657;1;1;0;0;1;0;0;0;1;1;0;0;0
NC_011976:299147;-0,108547451;-0,037594735;1,054472225;-0,739453962;0,154083523;-0,576200063;-0,182735489;1;1;1;0;0;0;1;0;1;0;0;0;0
NC_001271:124885;0,328273133;-1,643184911;-1,026829534;0,395802401;0,258031355;0,284603546;0,073735373;1;1;1;1;0;0;1;0;0;0;0;0;0
KP025626:249186;-0,474455601;-1,708116851;-0,5284897;-0,361035175;0,344196643;-1,526130126;-1,465089795;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_019401:224702;0,541010503;0,54088995;-0,323290862;-0,361035175;-0,20977853;0,970538793;1,099618818;1;1;1;1;0;0;0;1;0;0;0;1;0
NC_011085:p7;0,699854339;0,489731442;-0,305576101;-1,496291537;0,976098201;1,013409746;0,843147957;1;1;0;1;0;0;1;0;0;0;0;0;1
NC_009936:243870;-1,410499718;-1,350007337;0,504832659;1,909477551;-0,356322954;-1,967249669;-1,849796087;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_004913:84130;-1,132523005;-1,174887752;-0,675060198;-0,361035175;-0,448953662;-0,93947498;-1,080383503;1;1;1;0;1;0;1;0;1;1;0;0;0
NC_011043:187810;-0,587915505;-0,873839645;-1,534579398;0,395802401;-0,677777166;-0,620199199;-0,823912642;1;1;0;0;0;0;1;0;0;0;0;0;0
NC_023567:130696;-1,053101053;-0,879742545;0,413226065;-0,739453962;-0,679083025;-1,039883265;-1,208618934;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_000866:PI-TevI;1,28984577;2,477042847;0,446204495;-0,361035175;-0,140104724;1,396991957;1,227854249;1;0;1;1;0;0;0;1;0;1;0;0;1
NC_000866:P53(w);0,665816403;1,60538047;0,38024781;1,909477551;0,435379997;0,487676481;0,586677095;1;1;1;0;1;0;0;1;0;1;0;0;1
NC_000924:16695;-0,690029402;-0,909257042;-0,609955525;-1,11787275;-0,005782112;-1,650230253;-1,593325226;1;1;0;0;0;0;1;0;1;1;0;0;0
NC_006949:296803;-1,62891001;0,267388708;-0,004499956;-0,361035175;0,103935799;-0,206156048;-0,054500058;1;0;1;0;1;0;0;0;1;0;0;0;0
NC_019401:209678;-0,318448259;-0,600338356;1,39891304;-0,361035175;-1,146578553;0,848695032;0,843147957;1;1;1;0;1;0;0;1;0;0;0;1;0
NC_011040:phi4.3;-0,369505197;2,477042847;-0,719031365;-0,361035175;3,20992605;0,241732593;-0,054500058;0;0;1;1;0;0;1;0;0;1;0;0;1
NC_001317:PR;1,28984577;0,086366271;0,673050382;0,395802401;0,394535158;1,296583673;1,099618818;1;1;0;1;0;0;0;0;1;1;0;0;1
NC_001271:122688;-0,613443974;-1,220143361;-0,077847815;-1,11787275;-0,425795976;-0,761222071;-0,695677211;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_019401:221084;1,403305692;0,796682541;-0,876594731;-0,361035175;-0,612056567;1,138638056;0,971383387;1;1;1;0;0;0;0;1;0;0;0;1;0
NC_028816:136063;0,974994525;0,444475832;-1,169735827;0,017383613;-0,40315893;-0,281744307;-0,43920635;1;1;1;1;0;0;1;0;0;0;0;0;0
EU056923:269972;-0,690029402;-0,690849574;-0,015492737;-0,739453962;-0,186982476;-1,784484027;-1,721560657;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_001604:phi1.1B;-0,100037967;0,214262543;0,10542794;1,909477551;4,102888221;0,941206036;0,714912526;0;1;1;1;0;0;1;0;0;1;0;0;1
NC_005045:94386;-1,370788793;-1,601864567;-1,261342421;1,531058763;-0,001721087;-2,212065374;-2,234502379;0;1;1;0;1;0;1;0;0;0;0;0;0
NC_027375:250675;-1,626073516;-1,371651254;-0,5284897;1,152639976;0,166687482;-1,985300596;-1,849796087;0;1;1;0;0;0;1;0;0;0;0;0;0
NC_011043:188321;-0,71272138;-0,991897728;-0,360837077;0,395802401;0,229855638;-0,823272134;-0,823912642;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_000866:P62.2;1,967768738;0,891129027;1,826336935;0,395802401;-0,570944823;1,727549568;1,740795971;1;1;0;1;0;1;0;1;0;1;0;0;1
NC_005045:Promoter5;-0,21066136;-1,135535089;-1,956998456;-1,11787275;3,723952123;-1,435875488;-1,721560657;0;1;0;0;0;0;1;0;0;0;0;0;1
NC_000866:P55.8;1,967768738;0,867517335;0,683168594;-1,11787275;-1,016316628;0,207887103;0,201970803;1;1;0;0;1;1;0;1;0;1;0;0;1
NC_000866:P65.5;1,539457571;0,611724838;1,02882249;-0,739453962;-0,475676571;1,890007916;1,869031402;1;1;1;1;0;0;0;1;0;1;0;0;1
NC_019401:205197;0,280052724;2,477042847;-1,133070622;0,017383613;-0,234838361;0,566649289;0,714912526;1;0;0;0;0;0;0;1;0;0;0;1;0
NC_019401:207055;1,167876432;-0,81677819;0,75766688;-0,739453962;-0,198403225;0,453830992;0,586677095;1;1;1;1;0;0;0;1;0;0;0;1;0
NC_004777:195765;-0,100037967;-1,330330911;-1,539344994;-1,496291537;0,154593203;-0,569430965;-0,695677211;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_000866:Pdmd;1,128165372;0,13162188;2,084130348;0,395802401;-0,025972906;1,13638169;1,099618818;1;1;0;0;0;1;0;1;0;1;0;0;1
NC_002371:Pant;1,28984577;0,802585394;2,084130498;0,395802401;-0,869537318;0,561008374;0,201970803;1;1;1;0;0;0;1;0;1;1;0;0;1
NC_019401:235077;-0,000760518;0,450378732;-0,128008078;-1,11787275;-0,77026638;0,71895399;0,843147957;1;1;0;0;1;0;0;1;0;0;0;1;0
NC_021190:287390;0,217649773;-0,962383184;-0,659723328;0,017383613;-0,431585389;-0,881937649;-0,823912642;1;1;0;0;1;0;0;0;1;1;0;0;0
NC_011976:297848;-0,61060748;-0,421283575;-1,851958042;0,017383613;0,086567543;-1,30726263;-1,080383503;0;0;0;0;1;0;1;0;1;0;0;0;0
NC_019401:212027;-0,41772564;-0,287484392;-0,425890324;0,395802401;-0,593689118;-0,376511677;-0,310970919;1;1;1;0;1;0;0;1;0;0;0;1;0
NC_001416:25945;0,132554866;-0,210746622;0,211764794;-1,11787275;0,892744053;-0,591994625;-0,567441781;1;1;0;0;1;0;0;0;1;1;0;0;0
AY543070:P048;1,967768738;0,259518129;0,38757633;0,395802401;-0,339172768;1,220995413;1,227854249;1;1;1;1;0;0;0;0;0;1;0;0;1
KU574722:164602;-0,6957024;0,068657549;-0,083613085;-1,11787275;0,504022577;0,463984638;0,586677095;1;1;0;1;0;0;0;1;0;0;1;0;0
NC_001895:42590;0,05313288;-1,666796508;0,823514242;0,395802401;0,059067807;-0,505124536;-0,43920635;1;1;0;0;1;0;0;1;1;0;0;0;0
NC_011976:299665;-1,118340498;-0,842357468;-0,484518489;-0,739453962;-0,241089652;-0,978961384;-0,952148073;1;1;1;0;0;0;1;0;1;0;0;0;0
NC_011976:299995;-1,248819387;-1,859624745;-0,019156997;-0,361035175;-0,186982476;-0,953013176;-0,823912642;1;1;1;0;1;0;1;0;1;0;0;0;0
AY543070:282767;-0,083018999;0,875387868;0,057636226;-1,496291537;1,402672638;0,397421843;0,586677095;0;1;0;1;0;0;0;0;0;1;0;0;0
NC_004665:92982;-0,829017771;-1,731728543;-0,62009625;0,017383613;0,526563317;-0,841323062;-0,952148073;0;1;1;0;1;0;1;0;0;0;0;0;0
KU574722:174897;1,967768738;0,883258494;0,31429095;1,152639976;-0,168166868;0,642237548;0,586677095;1;1;1;0;1;0;0;1;0;0;1;0;0
NC_002371:45460;0,974994525;1,04263692;-1,774339329;0,774221188;-0,252113421;0,293629009;0,330206234;1;0;1;0;1;0;1;0;1;1;0;0;0
NC_001416:24501;0,05313288;-0,728234651;-1,473044325;-1,874710325;0,357222856;-0,899988576;-0,823912642;0;1;0;0;1;0;0;0;1;1;0;0;0
NC_004913:88624;-1,626073516;-0,415380675;-0,239012788;1,152639976;0,477353274;-1,312903544;-1,208618934;0;1;1;0;1;0;1;0;1;1;0;0;0
AY543070:281658;1,167876432;-1,141438035;-0,638417595;0,017383613;-0,220271634;-0,27159066;-0,310970919;1;1;1;0;1;0;0;0;0;1;0;0;0
NC_009936:245334;-1,436028238;-0,694784841;-0,753352495;0,017383613;0,024331296;-1,647973887;-1,593325226;0;1;0;0;1;0;1;0;0;0;0;0;0
NC_005856:p2UpfM;0,853025186;0,298870838;0,14207063;1,909477551;-0,041992616;1,073203444;1,227854249;1;1;1;1;0;0;0;1;1;1;0;0;1
NC_000866:71392;1,539457571;0,387414424;-0,109556729;-1,11787275;-0,71598014;0,796798615;0,843147957;1;1;0;1;0;0;0;1;0;1;0;0;0
NC_000866:P5R;1,967768738;1,526675144;0,589110733;0,395802401;-0,702084782;1,42858108;1,48432511;1;1;1;0;0;1;0;1;0;1;0;0;1
NC_004665:phi16;-0,148258376;-0,651496865;-0,683130651;0,017383613;2,201788605;-0,933834065;-1,080383503;0;1;0;1;0;0;1;0;0;0;0;0;1
NC_019401:Porf080;1,28984577;1,400746435;2,084130498;0,395802401;-0,656259718;1,40940197;1,356089679;1;1;1;1;0;1;0;1;0;0;0;1;1
NC_002371:46283;0,660143279;1,036733973;0,74082129;-1,496291537;-0,468700228;0,848695032;0,843147957;1;1;0;0;0;0;1;0;1;1;0;0;0
NC_011043:186555;-0,457436633;-0,70068774;-1,133093191;0,017383613;0,418011725;-0,830041232;-0,823912642;0;1;1;0;1;0;1;0;0;0;0;0;0
NC_000924:17509;-2,045875199;-1,562511904;0,250559904;0,017383613;0,840639269;-1,174137039;-1,080383503;0;1;0;0;1;0;1;0;1;1;0;0;0
KU574722:158691;0,101353357;0,265421075;1,155921112;-1,874710325;-0,755792848;0,626442986;0,586677095;1;1;0;0;1;0;0;1;0;0;1;0;0
NC_011085:192428;-0,083018999;-0,742008083;0,589110733;1,531058763;0,063229059;0,330859048;0,201970803;1;1;1;1;0;0;1;0;0;0;0;0;0
KU574722:164214;-0,085855494;-0,560985646;0,358262248;-0,361035175;-0,199825138;0,821618641;0,971383387;1;1;1;1;0;0;0;1;0;0;1;0;0
AY543070:276677;-0,389360693;-0,452765729;-0,151070542;0,017383613;-0,324866577;-0,327999809;-0,054500058;1;1;1;0;0;0;0;0;0;1;0;0;0
EU056923:270657;-1,245982893;-0,472442084;-1,326029809;-1,874710325;-0,246324009;-1,919865984;-1,721560657;0;0;0;0;1;0;1;0;0;0;0;0;0
NC_000902:82129;0,01058546;-0,736105184;-1,106949363;-1,11787275;-0,702084782;-0,860502172;-0,952148073;1;1;0;0;0;0;1;0;1;1;0;0;0
KU574722:Porf_553;1,128165372;1,475516588;-1,371270333;1,909477551;-0,211200444;1,842624232;1,612560541;1;0;1;1;0;0;0;1;0;0;1;0;1
NC_005856:p1Ssb;0,739565265;0,796682541;-0,019156997;1,909477551;-0,816936079;1,218739047;1,227854249;1;1;1;1;0;0;0;1;1;1;0;0;1
NC_000929:29454;0,228995752;-0,655432131;-2,136050979;-1,874710325;0,044594258;-1,104189694;-0,952148073;1;1;0;0;1;0;0;1;1;1;0;0;0
NC_019401:221196;-1,038918579;0,576307394;-0,273963262;0,017383613;-0,091693502;0,136811576;0,201970803;1;0;0;0;0;0;0;1;0;0;0;1;0
NC_004914:121242;0,725382724;-0,999768261;-0,376235144;0,017383613;0,510642432;-0,392306238;-0,182735489;1;1;0;0;1;0;1;0;1;1;0;0;0
NC_002371:44589;0,861534603;0,576307394;-0,241335582;0,395802401;-0,296981422;-0,07415864;-0,054500058;1;1;0;0;1;1;1;0;1;1;0;0;0
NC_000866:P54.0;0,77927619;0,127686614;2,084130348;0,395802401;-0,492374292;0,826131373;0,714912526;1;1;0;0;1;1;0;1;0;1;0;0;1
NC_019401:201323;0,810477699;0,450378732;1,054472225;1,152639976;-0,211200444;0,909616913;0,843147957;1;1;1;1;0;0;0;1;0;0;0;1;0
NC_012418:P4;0,160919813;-0,063173995;-1,111107608;0,017383613;4,391389811;-0,386665323;-0,567441781;0;1;1;0;0;0;1;0;0;0;0;0;1
NC_001825:PE4;1,343739236;1,050507452;2,084130498;0,395802401;-0,144370464;1,897905197;1,869031402;1;1;1;1;0;1;1;0;0;0;0;0;1
NC_002166:19037;0,01058546;-0,930901053;-0,209698706;-0,361035175;-0,398296231;-0,475791778;-0,43920635;1;1;1;0;1;0;0;0;1;1;0;0;0
AY543070:P15c;1,967768738;1,711632754;1,072793613;0,774221188;0,043146905;1,589911246;1,740795971;1;1;1;0;1;1;0;0;0;1;0;0;1
NC_011040:199029;-1,356606252;0,534987051;0,930843795;0,395802401;-0,297167614;-0,284000673;-0,567441781;1;1;0;0;0;0;1;0;0;1;0;0;0
KP025626:246710;-1,291366841;-0,962383184;0,51216118;1,909477551;-0,201456025;-1,074856937;-1,080383503;1;1;1;0;1;0;1;0;0;0;0;0;0
NC_000866:67064;-0,148258376;0,214262543;1,248678281;-0,361035175;-0,576320846;0,83628502;0,971383387;1;1;1;0;1;0;0;1;0;1;0;0;0
NC_000924:14210;-1,160887951;-1,651055443;-1,22103552;1,531058763;-0,040799662;-1,547565603;-1,465089795;0;1;1;0;1;0;1;0;1;1;0;0;0
NC_002649:3902;-0,519839566;0,483828542;1,618768831;0,017383613;0,105886498;1,142022605;0,971383387;1;1;1;1;0;0;1;0;0;0;0;0;0
NC_011085:191900;-0,085855494;-0,383898498;0,230283128;0,017383613;-0,52566345;-0,531072744;-0,310970919;1;1;0;0;1;0;1;0;0;0;0;0;0
NC_002371:43794;-0,882911221;-0,645593965;0,317955298;1,531058763;-0,366279559;-1,147060647;-0,823912642;1;1;1;0;0;0;1;0;1;1;0;0;0
NC_019401:217575;0,796295158;-0,256002226;2,084130498;0,017383613;-0,075536173;1,054024333;0,971383387;1;1;1;0;1;0;0;1;0;0;0;1;0
